# {"t_start": 1639304176.1663332, "env_id": "HalfCheetah-v2", "exp_name": "TD3", "seed": 0} 
mean_score,total_steps,std_score,max_score,min_score

-1.064425198033153,0,0.6443826889943667,-0.22007965323650308,-2.229731110388257

-1.064425198033153,5000,0.6443826889943667,-0.22007965323650308,-2.229731110388257

-1.064425198033153,10000,0.6443826889943667,-0.22007965323650308,-2.229731110388257

-1.064425198033153,15000,0.6443826889943667,-0.22007965323650308,-2.229731110388257

-1.064425198033153,20000,0.6443826889943667,-0.22007965323650308,-2.229731110388257

-1.064425198033153,25000,0.6443826889943667,-0.22007965323650308,-2.229731110388257

-562.5918523363092,30000,13.78458521640071,-547.0776206739514,-592.3823444342955

-436.6651348240304,35000,105.45675715698474,-215.54901244902683,-564.4677169778131

-70.5554926450819,40000,225.57468727404333,276.0607225130846,-331.0308525703366

1117.0473174301555,45000,663.5087733449259,1973.6421772037152,-210.80374009854577

1605.5336862296917,50000,555.3533964105175,2065.3578395143727,329.2769264146611

2698.49457625188,55000,356.5892783154792,2952.9321818494345,1689.9976881414702

3032.32267114794,60000,140.79155572770213,3269.1163149507606,2834.8757170709187

3334.2137736575883,65000,189.10601362432038,3594.7848467931876,2988.573871274265

3167.313694016603,70000,1035.7669334624675,3717.671370104279,84.12979544068887

3945.8719349697813,75000,145.90517376824238,4192.469630203562,3768.217834293203

4486.136144184851,80000,149.2727035092512,4723.01408137483,4237.237818186379

4317.964163689336,85000,810.5623318768528,4787.169587335548,1925.270642827926

4793.722833782305,90000,87.68634705834691,4954.210336932811,4636.644397516313

4699.767620026256,95000,97.4958141379634,4859.96572393548,4523.235483006825

5250.668328216769,100000,111.34687033648727,5400.629179633107,5102.118635737808

5483.538579936074,105000,109.84589249864203,5703.255198395042,5305.036554671661

5132.622590957049,110000,103.92339274014634,5323.676504716877,4993.370528915949

5218.8937060212365,115000,112.59236329140663,5373.260202339565,5034.754696268839

5460.706362975628,120000,24.389765653957053,5496.851439627757,5412.838723458214

5557.551178520341,125000,97.23400895235746,5748.713069608463,5384.325221245908

5419.553957622926,130000,79.04157892986123,5592.0581378186525,5293.032961476864

5615.102608064082,135000,115.43044489892215,5832.260100110434,5410.91150374973

5625.479197101735,140000,73.78640621846677,5761.116327158518,5534.474272572073

5496.598863192341,145000,79.32110898119522,5601.181366632469,5367.561133499532

5370.164611443387,150000,60.72124241140654,5473.7411023434715,5276.379089539587

5615.580981801141,155000,99.92634343348477,5858.993929751384,5512.991272730426

5727.295723121372,160000,88.56467946986997,5897.2236154813545,5580.101445130925

5752.187034007789,165000,58.60763627663735,5876.636557902488,5663.480162746264

5752.694455382308,170000,97.90467724931318,5934.633608035003,5591.272250370671

5359.3341137296175,175000,83.77856187914955,5465.812387576261,5189.294890471398

5671.634097467029,180000,58.70991468177503,5775.557524347957,5588.221388575278

5689.232759334426,185000,61.2037423417176,5792.8143867248355,5597.147220973901

5953.1247739069795,190000,88.58657305292216,6094.353256717506,5829.840054011119

5931.665539673336,195000,62.935757107800754,6051.253909281898,5860.203323163021

5724.85474488464,200000,58.55422415012846,5800.7255615860795,5625.894620273931

5843.590555483248,205000,46.15864674901647,5922.9546898650615,5745.776411037141

5940.482260303406,210000,27.54510524172704,5983.087362572938,5904.4005632884455

5778.525199584279,215000,59.70252908003851,5886.494574980191,5686.38880618677

5864.9121447455855,220000,48.75721944947696,5961.960913916049,5780.990381387535

6003.76541230034,225000,82.98725637351988,6129.932185152476,5869.709982710285

6066.115506036056,230000,69.47916478223544,6199.842299382888,5968.155825016738

5900.604537948987,235000,83.2666701280145,6029.038268677509,5762.607601461476

6194.51243149267,240000,55.84612526459694,6270.652955584413,6109.132589924672

6172.667070453924,245000,45.07067230457485,6253.4518755647405,6111.986628729637

6336.438101084133,250000,54.83239509339068,6426.715998129987,6249.547100438333

6267.137111003312,255000,63.883930146554505,6380.3681852198615,6183.6613590413945

6256.384067881097,260000,36.26233189750068,6298.469923521997,6193.0254768569675

6202.555663020279,265000,65.55393865806938,6329.900160016475,6047.143852516543

6342.02479454014,270000,122.72444325879295,6507.401773721233,6050.102304047308

6398.568609269543,275000,35.389042613675066,6446.697873969599,6361.200389957011

6315.169596940114,280000,83.9749732881024,6450.078056220758,6153.101799555199

6529.148973912523,285000,63.79103992481933,6616.156777232194,6426.969489729513

6327.818151679171,290000,52.01162868586216,6404.482765145288,6254.985212148683

6530.658590782312,295000,14.936762021259893,6550.891327379815,6497.754538493806

6646.214668368251,300000,38.30368948101813,6722.748619895221,6574.805438972668

6501.059591042344,305000,44.5685376405636,6589.509086964123,6417.8982342101235

6273.745137558392,310000,60.54804183336233,6389.31958480867,6180.2415082595435

6343.196199864264,315000,45.35208048913837,6397.8504658701695,6252.282644066581

6519.775951563756,320000,66.70364719729993,6617.590642979517,6394.092051722745

6701.264840433485,325000,64.62203127815141,6781.530173370066,6597.598850243965

6417.094078641965,330000,39.466550513427485,6492.068375929852,6361.320059155585

6514.936549905824,335000,46.1516594845494,6619.004287726902,6458.192728054784

6727.19789428464,340000,85.10937286072011,6849.15574836679,6589.17002635919

6596.2376915662735,345000,52.217078558313524,6669.339923805516,6513.8752463875535

6784.165345912003,350000,66.39302963695,6856.8280107748005,6619.782703963324

6762.674779986582,355000,65.70963038347185,6903.4382285849415,6674.135948811197

6696.174256209018,360000,55.70486473956323,6764.430765150105,6602.118949422638

6857.095237674131,365000,38.94209462801375,6948.3434759798565,6808.355623376578

6698.798173352783,370000,39.75870066478263,6770.1710979898635,6655.994321626277

6934.530049453807,375000,46.31181722626205,7019.627693398461,6866.506543128286

6781.619381866291,380000,48.62364204377499,6856.901666720695,6671.99259389408

6926.80373763331,385000,72.19561658074885,7047.268350918482,6783.75584523201

7009.674072446593,390000,33.12489642437943,7063.424242324818,6963.5083944625885

6849.306201782731,395000,55.266086947229134,6939.229324945256,6754.903712465011

6814.456739012594,400000,36.846654602953684,6880.974570197393,6762.085712637813

6982.037772577188,405000,81.62020463824906,7123.125000430366,6873.697273577121

6767.2674496810505,410000,33.576628656902514,6821.383491985335,6681.916358880243

6953.471574008532,415000,69.53853670691267,7066.456492604297,6845.778243524589

7036.174333002232,420000,68.25739026497078,7147.112091763895,6950.957141580402

7072.556473324755,425000,75.80297027651315,7185.702576324411,6929.39021486981

7211.346932928189,430000,31.879569754568013,7258.185345400191,7161.345323235789

7011.225821352552,435000,24.369084230932174,7040.417070186423,6943.446169598714

7075.557385398795,440000,54.54807743892271,7156.618782379051,6998.447881819081

7189.300563900013,445000,65.37840489208251,7319.583557811102,7065.015002435179

7184.551954431163,450000,35.10947573255117,7229.7946558637805,7136.872149165575

6969.634919895759,455000,38.09759236968063,7044.865861249677,6914.804757220869

7358.140563396237,460000,56.952862317948565,7421.430677046595,7226.14140800249

6848.027158354578,465000,58.87933609111817,6927.939535970459,6753.559990709669

7095.772874201287,470000,20.520970724277404,7126.606503275559,7059.891089967682

7264.115663602407,475000,61.78250561544789,7363.07651347857,7167.054635798521

7303.555562322811,480000,51.8515567560735,7392.117896958965,7198.185744199257

7260.536878258148,485000,64.07733171477824,7366.561482029152,7145.182749618415

7232.131272049819,490000,86.63633397195336,7387.3137035679365,7091.263696428363

7088.8937020643625,495000,55.37328607568904,7192.435822619173,7004.5803131423445

7212.521077778831,500000,42.28603681892028,7276.805574613345,7118.114434216372

7445.528732062738,505000,60.15575625156474,7533.091098453558,7324.095054900714

7037.4889026294595,510000,44.91110959142978,7127.015792992607,6981.4950153242025

7391.846048999066,515000,55.58112787440893,7496.934228023517,7323.988771383678

7303.1890649181105,520000,57.06657261058196,7385.518755459119,7204.896806638323

7269.088856761909,525000,33.445859383600755,7333.4028336414685,7229.7701933431745

7424.271794446654,530000,49.07288051947085,7528.366131373718,7352.173379907165

7096.263182414599,535000,50.43014246030017,7144.117150240008,6966.6544861883685

7404.9739850207,540000,48.42794239836375,7477.962696984839,7290.489618196941

7311.10037206554,545000,36.02310883555099,7365.615858543691,7251.079605981345

7284.036513932109,550000,28.09802284747503,7332.045535043188,7229.480751310275

7455.324040384656,555000,52.95448043015929,7530.1078380527015,7369.065306621015

7350.502350738348,560000,29.733203557998745,7407.042570763742,7309.491294832885

7382.490797688454,565000,48.35251744364911,7457.642943898331,7317.6598470063145

7201.568184409448,570000,63.627184541837224,7349.582307668813,7114.946084652296

7304.199467119787,575000,52.232127291078065,7380.98446294389,7247.868986170906

7387.8077611091185,580000,68.1320287298826,7459.4070087902855,7230.73757529768

7282.9548995091245,585000,59.30414371999394,7412.66799817275,7215.632927354514

7473.424601019353,590000,45.64163727062998,7544.859736116092,7398.235621382986

7530.277667435528,595000,88.74694830481617,7685.482637650109,7360.263484054773

7466.811848144678,600000,75.73330760694577,7565.496895053075,7293.449370004554

7564.2881879668585,605000,58.25123549646201,7649.136493058357,7479.615121778245

7634.89848017719,610000,65.09069901723906,7740.384003628644,7537.398423422307

7651.853768149915,615000,79.65247445140918,7776.132727981289,7475.105134879173

7538.6063584175745,620000,66.24404794291014,7652.431341949548,7456.17939536984

