# {"t_start": 1639304176.1663332, "env_id": "HalfCheetah-v2", "exp_name": "TD3", "seed": 0} 
mean_score,total_steps,std_score,max_score,min_score
7266.9282646993015,625000,83.60289532859443,7433.810249110023,7169.253193997752

7445.730675211054,630000,36.16621163113314,7506.943034923428,7377.254361349457

7310.719424485098,635000,46.59187451162214,7380.33163718645,7240.069936244781

7531.290536846203,640000,51.33192755368606,7629.6165241612625,7455.9789761413285

7396.604030906101,645000,67.14679485453279,7498.718706237711,7289.523729644994

7593.8453659566385,650000,41.71727771066301,7668.8463044257505,7518.497906873319

7545.437894046316,655000,53.66427983786532,7631.7777565787455,7473.028935413532

7305.128927321901,660000,55.303138722439854,7374.077001964111,7181.086463557619

7248.972848276125,665000,46.911784626973834,7327.319246297533,7191.270955865023

7517.469515870277,670000,40.48201424348025,7590.791312326687,7457.5419772189425

7598.324273819611,675000,69.4500066125533,7707.084819710706,7506.239606026908

7757.691294904225,680000,52.14274640741374,7817.482731918526,7618.746179505774

7590.398355461193,685000,75.80907258910884,7755.036530740738,7497.538257372802

7569.438720607805,690000,33.91539308326072,7628.563137151765,7523.256135563155

7592.112425877729,695000,34.33156395071659,7659.586462018385,7533.698486002767

7643.072392489868,700000,30.32245190660341,7705.641067103511,7607.084156515348

7471.73688454964,705000,55.40365533636556,7579.219487568503,7398.351459801093

7664.9696586108375,710000,44.61889253630714,7729.058040091157,7600.530885793189

7676.794374050124,715000,44.79820247185732,7779.21885113539,7623.574436000166

7756.397409301819,720000,59.28970049419268,7829.727429971235,7611.438683795511

7593.092238300991,725000,45.75893571525283,7643.698896172875,7490.232208697826

7637.21623232795,730000,59.92970253575378,7753.847067998659,7563.081405183299

7652.518309747416,735000,49.13174615036725,7730.202289239864,7598.255613883433

7592.222908780362,740000,58.68750229888252,7722.522707884803,7527.299238690922

7758.115935732831,745000,66.0860374171022,7839.68835521875,7640.3149305731

7570.9280467405115,750000,62.65676682741073,7652.872461595223,7422.9745208229715

7696.008090458829,755000,66.99401516436849,7791.3349031953685,7586.881183586908

7747.15633415433,760000,59.86867196488064,7827.044652314081,7645.255731087926

7742.418470827924,765000,74.5489243749019,7833.056575954401,7609.77379880185

7780.701829134836,770000,59.55115702729212,7891.317033232183,7680.622238531592

7674.6125744064575,775000,112.06892044205054,7821.356276587474,7373.698654894704

7586.642718715496,780000,45.13702142043234,7665.170633257512,7519.699788067066

7654.829903284235,785000,44.26704926226322,7720.192493184141,7574.657785175647

7775.08328587453,790000,39.081559672543825,7848.934288335336,7706.1518635238535

7590.9078871673755,795000,106.73628094398353,7828.548084048848,7438.243903220581

7758.34098483178,800000,56.830312537854056,7876.147059725287,7632.177098869484

7841.290098420102,805000,65.40873079782888,7920.8836988895055,7706.991392471427

7675.060549914754,810000,75.52908949451897,7836.6213481336,7552.325081252643

7826.541348629653,815000,53.98801971531673,7957.9246781408365,7761.455477051976

7819.691045402656,820000,41.62642355772141,7867.695505674389,7740.275438071543

7810.470043690271,825000,104.84383602603417,7965.085862444192,7651.646729732524

7726.5550914444375,830000,74.71230135977784,7804.398878476498,7598.887625966858

7588.126902692155,835000,88.32494967338819,7759.445337467561,7487.689356256966

7868.9379103614465,840000,52.03403185489687,7970.221080292635,7782.973265419327

7688.315802538028,845000,72.30698759729893,7827.642200787337,7566.130721501085

7542.869731907264,850000,50.70201184938505,7621.229129152463,7467.478702685574

7598.336193634068,855000,40.81713135111843,7650.58911193362,7516.29073599601

7817.856357374514,860000,90.08106554742193,7981.191509616139,7658.103412934676

7910.526876901413,865000,76.67177747866198,8029.8261503672275,7793.063820493656

7813.7893535926605,870000,145.33007945386032,7960.070680438624,7421.1360222915

7892.504002271972,875000,39.76025031970203,7941.579903372558,7799.845890037307

7798.909685190467,880000,61.32294367651149,7931.771597106666,7715.812493691348

7798.006179752847,885000,82.70065069004772,7943.412554418079,7656.044919687503

7753.979403154646,890000,46.729153208606135,7808.677159693812,7642.035706194394

7901.989452241268,895000,53.435815240295575,7980.5080050882925,7814.024139865756

7906.979658124808,900000,77.37118664781246,8020.460495910435,7747.8612021941

7765.761010641149,905000,36.12663321324583,7821.885895489986,7707.546936461563

7753.497670277463,910000,96.94698828448763,7903.076779100736,7633.63541863358

7904.302488207261,915000,64.44335944919712,8020.263046677806,7793.849654734586

7534.267841875012,920000,40.19064264076286,7614.771644875745,7466.501248856952

7976.592428019643,925000,65.64224164729914,8088.006392234273,7860.204239528753

7602.575956458022,930000,72.29041334306375,7729.997416707851,7496.591106495036

7902.720064271345,935000,66.4167456104816,7972.3345284838615,7773.025567593995

7943.800133189058,940000,91.46803606689096,8062.866355992249,7761.554385985059

7678.094815162311,945000,54.196600041813426,7735.750663143016,7548.006282689907

7845.569770647936,950000,70.07993750697831,7970.761601871862,7739.797600422891

7981.126739346861,955000,83.0710357807333,8112.721989892193,7846.388753506133

8049.233645151631,960000,66.9804773376909,8198.21008946044,7967.1113253210615

8041.5656961445975,965000,43.676912513335175,8118.932771334417,7952.1405134115685

7924.324777442822,970000,59.3895649342761,8005.804018017632,7801.866478671775

7771.701460299211,975000,70.69477412747568,7885.212529086131,7694.882442235657

7925.9773205870615,980000,56.5451184775961,8026.870374572642,7857.136461423145

8052.2995862345515,985000,99.92909422060187,8178.516503305947,7889.718834289242

7929.823481540722,990000,57.94125273767754,7985.554878641676,7791.042543053707

7947.241531027599,995000,60.50100964555685,8066.9850437416435,7862.394231284217

8009.570648445758,1000000,59.393050753777395,8123.018003193025,7929.737124102995
