# {"t_start": 1639334206.5282102, "env_id": "HalfCheetah-v2", "exp_name": "TD3", "seed": 1} 
mean_score,total_steps,std_score,max_score,min_score

-1.8465317356397084,0,0.7548118612453948,-0.35599250543604827,-2.874342065128998

-1.8465317356397084,5000,0.7548118612453948,-0.35599250543604827,-2.874342065128998

-1.8465317356397084,10000,0.7548118612453948,-0.35599250543604827,-2.874342065128998

-1.8465317356397084,15000,0.7548118612453948,-0.35599250543604827,-2.874342065128998

-1.8465317356397084,20000,0.7548118612453948,-0.35599250543604827,-2.874342065128998

-1.8465317356397084,25000,0.7548118612453948,-0.35599250543604827,-2.874342065128998

-435.5518192419839,30000,57.23943778535464,-361.1216532470319,-571.8942873037441

-286.9431277271049,35000,80.9555228232949,-132.8041546372205,-375.6601044206858

806.6567717082085,40000,597.8528619551735,1386.1589160618437,-246.9727009720797

2239.540529221289,45000,110.20671878500075,2489.7054999671614,2100.548397809814

2291.3356876481344,50000,126.68677484441267,2516.644049399482,2145.007387730578

2447.60586222214,55000,572.8960611376277,3037.838830710064,1284.250051611768

2910.914174500428,60000,222.0891492606155,3132.2914416961667,2325.828016679175

2622.220000025837,65000,1242.0600247261739,3718.828905168969,-199.29439410819035

3805.1584359343933,70000,138.39828877605373,3983.9598138066003,3510.4059641063295

3967.9005536468767,75000,109.29123826519489,4168.664693184133,3792.5841753795994

4051.408817147983,80000,103.92428996542061,4177.467946091402,3812.1196876994004

4332.527627795886,85000,547.1197867894983,4664.547153515434,2711.7060547085607

4720.981945652368,90000,109.4357701925076,4897.651836889218,4520.03568313204

4534.324280433706,95000,767.7579865042112,4903.852422480502,2239.9866509640497

4102.463574207834,100000,1407.755397857828,5147.66277216705,417.7854744778285

4044.760666501394,105000,1566.4484119617973,5268.636270438533,1191.1244792806729

4900.520163069845,110000,563.2327570816169,5248.778031220591,3241.0199776476543

5186.038806882161,115000,97.39072837205447,5299.590299416077,4961.098350028273

3988.3821471247948,120000,1700.881283507345,5336.5704885016685,1291.8895698725437

5424.723401166784,125000,77.8107057230412,5556.810292874504,5298.211819664818

5484.433772961777,130000,130.61678758193398,5659.190419154582,5224.635715072785

5585.20372061672,135000,47.99438319703883,5680.50324500926,5512.613055437407

5712.388303078229,140000,93.33599850809856,5873.261116039847,5580.415642511447

5544.863294603716,145000,53.06878701227308,5649.051072218073,5457.910482282585

5669.806018689179,150000,148.9159806541271,5868.135312054278,5321.792211480472

5783.602816921849,155000,231.5318092957661,6031.504652673554,5116.641195185395

6014.178625965678,160000,70.41055728098584,6107.328515965592,5862.512489746918

6041.081359811595,165000,108.34319877257224,6192.836360468958,5882.055069508286

5847.61740937413,170000,190.33482658782182,6029.060243214107,5321.87694889627

6086.426792836506,175000,100.23874934402733,6161.993558449074,5825.854302000724

6096.029439584406,180000,79.97579512575561,6258.441713383723,5957.215005039003

6232.323816192682,185000,123.6263035484596,6370.979660457032,5917.450648072612

6241.886611473141,190000,58.99996682898777,6331.845083798699,6158.572388084512

6237.450126363707,195000,102.56445471246506,6391.265462374831,6092.494330344336

6409.02504607072,200000,81.74210077486974,6509.040412133557,6262.154263953095

6461.551080062671,205000,141.72773970282026,6706.172664406321,6294.402634680528

6528.738817882806,210000,95.0989563124785,6685.451222683743,6377.260060254247

6096.076448098361,215000,1009.1608474210565,6591.738837330077,3077.560540077896

6593.215421655172,220000,84.88015921271945,6799.173003998669,6477.346857168759

6661.751678140354,225000,124.11721367552104,6916.667129524155,6471.651387482126

6651.8964533296585,230000,148.24281989998627,6868.320835328868,6362.1588834536

6614.78156421289,235000,105.71770570031387,6820.078006907822,6469.351184126023

6744.559664106755,240000,132.69384502857935,6947.198558346478,6450.580679354598

6787.253859202215,245000,94.7130876921642,6953.688874064111,6660.062256534712

6960.614617966996,250000,79.88128800850114,7135.003544531305,6826.529294288414

6848.464052931557,255000,66.90668595180952,7007.2390875188885,6770.805052823582

6855.3490274331925,260000,63.23633713647371,6984.913338243215,6736.96153072594

6845.148246394446,265000,103.7749740299665,6953.144713530765,6657.843083597372

6964.320647951133,270000,111.59778761115965,7113.704234806924,6802.382180840158

6979.857654157927,275000,130.28140106270862,7296.055077588149,6855.020935683087

7004.438246648218,280000,65.77061560658349,7119.15974581848,6926.623236169908

7034.934432203829,285000,66.06241839341156,7128.222501345335,6932.867784783664

7109.530435084198,290000,89.07742162745784,7325.670308500253,6997.9805492548785

7264.727326284122,295000,91.22645249172956,7448.753423748532,7094.543778471569

7242.665687804381,300000,105.36250080769561,7444.064360590838,7118.230120314532

7250.072084523449,305000,95.26860300452171,7323.671031677257,6997.5796455236905

7268.995332610491,310000,90.19805748270318,7387.754775149278,7146.0420542965285

7341.657636687161,315000,96.99921999369234,7525.791358038587,7144.991438153618

7193.5068559195115,320000,108.73961694802482,7411.346980358822,7021.451849104378

7370.142137827854,325000,90.66763130079288,7497.531885759984,7181.140912467741

7323.814649182799,330000,99.7867956557968,7505.499539577583,7190.019652020177

7131.935451843439,335000,723.7946790173485,7544.1060670758025,4984.614853345339

7418.114025592918,340000,96.50489102526947,7562.000436733947,7208.1778468840785

7334.364265634482,345000,104.28589094631755,7511.722662297314,7097.1940964870455

7351.807329530927,350000,93.6222620175662,7482.485414813322,7137.049463185034

6965.765229834868,355000,1493.1737934413059,7587.3521109285575,2492.1778854815175

